dateid,y,week,soldout,name,kcal,remarks,event,payday,precipitation,temperature,main_曇,main_大雨,main_晴,main_雨,main_快晴,main_薄曇,sub_曇,sub_ひょう,sub_雪,sub_大雨,sub_雷,sub_晴,sub_雨,sub_みぞれ,sub_薄曇
2015-02-25,68.0,Wed,0,ハンバーグトマトソース,433.0,,,,0.0,9.2,1.0,,,,,,,,,,,,,,
2015-02-26,83.0,Thu,0,海老フライ・タルタルソース,420.0,,キャリアアップ支援セミナー,,14.5,6.6,,,,1.0,,,1.0,,,,,,,,
2015-03-02,68.0,Mon,1,白身魚ムニエル,440.0,,,,0.0,9.3,,,,,1.0,,,,,,,,,,
2015-03-03,72.0,Tue,1,肉野菜オイスター炒め,452.0,,,,0.5,5.6,1.0,,,,,,,,,,,,1.0,,
2015-03-04,76.0,Wed,1,チーズメンチカツ,443.0,,,,18.5,9.6,1.0,,,,,,,,,,,1.0,1.0,,
2015-03-05,76.0,Thu,1,ポーク生姜焼き,435.0,,,,0.0,9.3,,,1.0,,,,,,,,,,,,
2015-03-06,44.0,Fri,0,麻婆豆腐,420.0,,,,0.0,7.3,1.0,,,,,,,,,,,,,,
2015-03-09,68.0,Mon,1,メンチカツ,425.0,,,,23.0,9.0,,,,1.0,,,1.0,,,,,,,,
2015-03-10,66.0,Tue,0,チキンのコーンクリーム煮,440.0,イチオシ,,1.0,2.5,7.7,1.0,,,,,,,,,,,1.0,1.0,1.0,
2015-03-11,74.0,Wed,1,ハンバーグ・マヨ照りソース,425.0,,,,0.0,6.2,,,1.0,,,,,,,,,,,,
2015-03-12,70.0,Thu,0,鶏肉の唐揚げ,450.0,,,,0.0,8.6,,,1.0,,,,,,,,,,,,1.0
2015-03-13,121.0,Fri,0,豚肉のマスタード焼き,428.0,,,,0.0,8.9,,,1.0,,,,,,,,,,,,
2015-03-16,70.0,Mon,1,回鍋肉,430.0,,,,10.0,11.1,1.0,,,,,,,,,,,,1.0,,
2015-03-17,66.0,Tue,1,チキンのレモンペッパー焼き,424.0,,,,0.5,14.5,,,1.0,,,,,,,,,,,,1.0
2015-03-18,76.0,Wed,1,白身魚カレームニエル,439.0,,,,0.0,14.8,,,,,,1.0,,,,,,,,,
2015-03-19,80.0,Thu,1,豚カツ,422.0,,,,5.0,11.9,1.0,,,,,,,,,,,,1.0,,
2015-03-20,66.0,Fri,0,炊き込みご飯・コロッケ,445.0,,ママの会,,0.0,11.8,1.0,,,,,,,,,,,,,,
2015-03-23,61.0,Mon,0,ハムカツ,437.0,,,,0.0,10.7,,,1.0,,,,1.0,,,,,,,,
2015-03-24,68.0,Tue,1,親子煮,430.0,,,,0.0,8.2,,,1.0,,,,,,,,,,,,
2015-03-25,76.0,Wed,1,エビフライ,444.0,,,,0.0,8.1,,,,,1.0,,,,,,,,,,
2015-03-26,57.0,Thu,0,ポークソテー・オニオンソース,431.0,,キャリアアップ支援セミナー,,0.0,9.5,,,,,1.0,,,,,,,,,,
2015-03-27,117.0,Fri,0,鶏肉の照焼,443.0,,,,0.0,12.3,,,,,1.0,,,,,,,,,,
2015-03-30,64.0,Mon,0,チキンステーキ・ミートソース,450.0,,,,0.0,16.2,,,,,1.0,,,,,,,,,,
2015-03-31,51.0,Tue,0,焼魚野菜甘酢,420.0,,,,0.0,16.7,,,1.0,,,,,,,,,,,,
2015-04-01,74.0,Wed,0,ささ身チーズフライ,415.0,,,,1.5,13.9,1.0,,,,,,,,,,,,1.0,,
2015-04-02,68.0,Thu,0,チキン山賊やき,420.0,,,,0.0,11.6,,,1.0,,,,,,,,,,,,
2015-04-03,43.0,Fri,0,手作りロースカツ,443.0,,,,0.0,17.3,1.0,,,,,,,,,,,,1.0,,
2015-04-06,74.0,Mon,1,豚キムチ炒め,444.0,,,,0.0,16.2,,,1.0,,,,1.0,,,,,,1.0,,
2015-04-07,69.0,Tue,0,油淋鶏,435.0,,,,4.5,10.0,,,,1.0,,,,,,,,,,,
2015-04-08,87.0,Wed,0,炊き込みご飯!肉豆腐,395.0,,,,20.0,4.1,,,,1.0,,,,,,,,,,1.0,
2015-04-09,59.0,Thu,0,エビフライ・タルタル,420.0,,,,0.0,7.4,1.0,,,,,,,,,,,1.0,,,
2015-04-10,121.0,Fri,0,カレーライス,,お楽しみメニュー,,1.0,9.5,8.3,1.0,,,,,,,,,,,,1.0,,
2015-04-13,80.0,Mon,1,チンジャオロース,430.0,,,,36.5,9.7,,,,1.0,,,1.0,,,,,,,,
2015-04-14,90.0,Tue,1,かに玉・甘酢たれ,435.0,,,,22.5,12.1,,,,1.0,,,1.0,,,,,,,,
2015-04-15,65.0,Wed,0,親子煮,445.0,,,,2.0,15.4,,,1.0,,,,1.0,,,,,,,,
2015-04-16,54.0,Thu,0,手作りチキンカツ,400.0,,,,0.0,15.7,,,1.0,,,,,,,,,,,,1.0
2015-04-17,37.0,Fri,0,牛丼風,420.0,,ママの会,,3.5,16.4,,,1.0,,,,1.0,,,,,,1.0,,
2015-04-20,74.0,Mon,1,豚柳川,426.0,,,,10.5,18.4,,,,1.0,,,1.0,,,,,,,,
2015-04-21,76.0,Tue,1,ミックスグリル,450.0,イチオシ,,,0.5,17.5,1.0,,,,,,,,,,,,,,
2015-04-22,63.0,Wed,0,カレイの唐揚げ,400.0,,,,2.5,15.7,,,1.0,,,,1.0,,,,,,1.0,,
2015-04-23,59.0,Thu,0,麻婆豆腐,426.0,,キャリアアップ支援セミナー,,0.0,18.0,,,1.0,,,,,,,,,,,,
2015-04-27,62.0,Mon,0,彩り野菜と鶏肉の黒酢あん,410.0,,,,0.0,19.3,,,,,1.0,,,,,,,,,,
2015-04-28,60.0,Tue,1,白身魚のバジルソース,426.0,,,,0.0,20.8,,,1.0,,,,,,,,,,,,1.0
2015-04-30,43.0,Thu,0,ハムエッグフライ,435.0,,,,0.0,19.0,1.0,,,,,,,,,,,1.0,,,
2015-05-01,48.0,Fri,1,豚肉の味噌焼き,420.0,,,,0.0,20.5,,,1.0,,,,,,,,,,,,
2015-05-07,60.0,Thu,1,きのこデミソースハンバーグ,430.0,,,,0.0,19.1,1.0,,,,,,,,,,,1.0,1.0,,
2015-05-08,122.0,Fri,0,カレーライス,,お楽しみメニュー,,1.0,0.0,20.7,,,1.0,,,,1.0,,,,,,,,
2015-05-11,65.0,Mon,0,肉野菜オイスター炒め,400.0,,,,0.0,17.2,,,1.0,,,,,,,,,,,,1.0
2015-05-12,55.0,Tue,0,焼き肉,433.0,,,,58.5,19.6,1.0,,,,,,,,,,,,1.0,,
2015-05-13,61.0,Wed,0,手作りトンカツ,435.0,,,,0.0,22.5,,,1.0,,,,,,,,,,,,
2015-05-14,54.0,Thu,1,タンドリーチキン,430.0,,,,0.0,23.1,,,1.0,,,,,,,,,,,,1.0
2015-05-15,31.0,Fri,0,厚揚げ肉味噌炒め,440.0,,ママの会,,0.0,22.7,,,1.0,,,,1.0,,,,,,,,
2015-05-18,64.0,Mon,1,麻婆豆腐,426.0,,,,3.5,21.5,1.0,,,,,,,,,,,,,,
2015-05-19,64.0,Tue,1,塩唐揚げ,423.0,,,,4.5,20.2,1.0,,,,,,,,,,,,1.0,,
2015-05-20,58.0,Wed,1,ビーフシチュー,380.0,,,,0.5,22.2,,,1.0,,,,,,,,,,,,1.0
2015-05-21,66.0,Thu,1,炊き込みご飯・メンチカツ,445.0,,,,8.5,19.5,,,1.0,,,,,,,,,,,,
2015-05-22,125.0,Fri,0,カレーライス,,お楽しみメニュー,,,0.0,20.5,,,,,,1.0,,,,,,,,,
2015-05-25,64.0,Mon,1,ガーリックトマトチキン,415.0,,,,0.0,21.3,1.0,,,,,,,,,,,1.0,,,
2015-05-26,47.0,Tue,0,エビフライ,420.0,,,,0.0,23.3,,,1.0,,,,,,,,,,,,
2015-05-27,53.0,Wed,0,ポーク黒胡椒焼き,426.0,,,,0.0,23.9,,,1.0,,,,,,,,,,,,1.0
2015-05-28,50.0,Thu,1,手作りチキンカツ,410.0,,キャリアアップ支援セミナー,,0.0,22.1,1.0,,,,,,,,,,,1.0,,,
2015-05-29,38.0,Fri,1,魚のマスタード焼,408.0,,,,9.0,20.7,1.0,,,,,,,,,,,,1.0,,
2015-06-01,68.0,Mon,1,鶏のから揚げ,450.0,,,,0.0,23.6,,,1.0,,,,,,,,,,,,1.0
2015-06-02,64.0,Tue,1,酢豚,435.0,,,,0.0,23.5,1.0,,,,,,,,,,,1.0,,,
2015-06-03,84.0,Wed,1,ポーク生姜焼き,445.0,,,,16.0,21.7,,,,1.0,,,1.0,,,,,,,,
2015-06-04,56.0,Thu,1,カレイ唐揚げ,450.0,,,,0.0,23.1,,,,,,1.0,,,,,,1.0,,,
2015-06-05,46.0,Fri,1,エビカツ,446.0,,,,27.0,18.8,1.0,,,,,,,,,,,,1.0,,
2015-06-08,67.0,Mon,0,牛丼風煮,446.0,,,,0.5,21.0,,,,,,1.0,,,,,,,,,
2015-06-09,70.0,Tue,1,タンドリーチキン,450.0,,,,33.0,19.5,1.0,,,,,,,,,,,,1.0,,
2015-06-10,62.0,Wed,1,鯖塩焼き,444.0,,,1.0,0.0,22.6,,,,,,1.0,,,,,,,,,
2015-06-11,49.0,Thu,0,自家製手作りトンカツ,455.0,イチオシ,,,0.0,23.0,,,,,,1.0,,,,,,,,,
2015-06-12,114.0,Fri,0,カレーライス(ポークカレー),,お楽しみメニュー,,,4.5,21.4,,,,1.0,,,1.0,,,,,,,,
2015-06-15,67.0,Mon,1,豚肉のマスタード焼き,446.0,,,,0.0,24.6,,,,,,1.0,,,,,,1.0,,,
2015-06-16,62.0,Tue,0,豚すき焼き,430.0,,,,31.0,23.3,1.0,,,,,,,,,,,,,,
2015-06-17,68.0,Wed,1,煮込みハンバーグ,440.0,,,,11.0,21.6,1.0,,,,,,,,,,,,1.0,,
2015-06-18,54.0,Thu,0,豚柳川,436.0,,,,0.0,21.9,1.0,,,,,,,,,,,,1.0,,
2015-06-19,62.0,Fri,0,カツ煮,433.0,,ママの会,,10.5,19.1,,,,1.0,,,,,,,,,,,
2015-06-22,59.0,Mon,0,サーモンフライ・タルタル,444.0,,,,0.0,22.6,1.0,,,,,,,,,,,,,,
2015-06-23,58.0,Tue,1,ぶり照り焼きと根菜煮,446.0,,,,20.0,23.4,,,1.0,,,,1.0,,,,,,,,
2015-06-24,58.0,Wed,1,ポークソテーデミきのこソース,420.0,,,,0.0,23.8,,,1.0,,,,,,,,,,,,
2015-06-25,53.0,Thu,0,自家製手作りチキンカツ,442.0,イチオシ,キャリアアップ支援セミナー,,0.0,24.3,,,1.0,,,,1.0,,,,,,,,
2015-06-26,133.0,Fri,0,カレーライス(チキンカレー),,お楽しみメニュー,,,13.0,22.4,1.0,,,,,,,,,,,,1.0,,
2015-06-29,59.0,Mon,0,豚キムチ炒め,441.0,,,,0.0,21.6,,,1.0,,,,1.0,,,,,,,,
2015-06-30,67.0,Tue,0,エビフライ,450.0,,,,0.5,22.5,1.0,,,,,,,,,,,,,,
2015-07-01,73.0,Wed,0,鶏肉の唐揚げ,460.0,,,,13.5,20.5,,,,1.0,,,1.0,,,,,,,,
2015-07-02,58.0,Thu,1,豚肉の中華炒め,433.0,,,,2.5,22.5,1.0,,,,,,,,,,,,1.0,,
2015-07-03,65.0,Fri,1,夏野菜カレー,420.0,,,,67.5,21.9,,1.0,,,,,1.0,,,,,,,,
2015-07-06,67.0,Mon,1,豚肉のマスタード焼き,418.0,,,,14.5,19.8,,,,1.0,,,,,,,,,,,
2015-07-07,69.0,Tue,0,ゴーヤチャンプル,452.0,,,,0.0,21.3,,,,1.0,,,1.0,,,,,,,,
2015-07-08,63.0,Wed,0,親子煮,445.0,,,,11.0,22.4,1.0,,,,,,,,,,,,1.0,,
2015-07-09,57.0,Thu,0,焼魚野菜甘酢,420.0,,,,11.0,19.4,,,,1.0,,,1.0,,,,,,,,
2015-07-10,97.0,Fri,0,カレーライス(ポークカレー),,お楽しみメニュー,,1.0,0.5,23.2,,,1.0,,,,1.0,,,,,,,,
2015-07-13,64.0,Mon,1,白身魚カレームニエル,439.0,,,,0.0,29.4,,,,,,1.0,,,,,,,,,
2015-07-14,62.0,Tue,1,ハンバーグ・きのこデミ,433.0,,,,0.0,29.9,,,,,1.0,,,,,,,,,,
2015-07-15,64.0,Wed,1,ガーリックトマトチキン,415.0,,,,0.0,28.4,,,1.0,,,,,,,,,,,,
2015-07-16,55.0,Thu,0,油淋鶏,435.0,,,,63.5,26.4,1.0,,,,,,,,,,,,1.0,,
2015-07-17,51.0,Fri,0,自家製手作りトンカツ,422.0,こだわりメニュー,ママの会,,14.5,26.7,1.0,,,,,,,,,,,,1.0,,
2015-07-21,61.0,Tue,0,たら竜田揚げ,420.0,,,,0.0,29.4,,,1.0,,,,,,,,,,,,
2015-07-22,70.0,Wed,1,手作りチキンカツ特製ソース,400.0,こだわりメニュー,,,0.0,28.9,,,1.0,,,,,,,,,,,,1.0
2015-07-23,54.0,Thu,1,ポーク生姜焼き,435.0,,キャリアアップ支援セミナー,,4.5,27.0,1.0,,,,,,,,,,,,1.0,,
2015-07-24,29.0,Fri,1,豚柳川,415.0,,,,7.0,28.1,1.0,,,,,,,,,,1.0,,1.0,,
2015-07-27,60.0,Mon,1,チキン山賊焼き,420.0,,,,0.0,30.4,,,1.0,,,,,,,,,,,,
2015-07-28,68.0,Tue,1,牛丼風煮,462.0,,,,0.0,29.6,1.0,,,,,,,,,,,1.0,,,
2015-07-29,68.0,Wed,0,豚キムチ炒め,444.0,,,,0.0,29.4,1.0,,,,,,,,,,,1.0,,,
2015-07-30,54.0,Thu,1,塩唐揚げ,423.0,,,,0.0,29.1,1.0,,,,,,,,,,1.0,,1.0,,
2015-07-31,111.0,Fri,0,カレーライス(チキンカレー),,お楽しみメニュー,,,0.0,30.0,,,1.0,,,,,,,,,,,,
2015-08-03,64.0,Mon,1,カニクリームコロッケ,,,,,0.0,29.8,,,1.0,,,,,,,,,,,,
2015-08-04,78.0,Tue,1,自家製手作りとんかつ,,,,,0.0,30.0,,,1.0,,,,,,,,,,,,
2015-08-05,64.0,Wed,1,肉じゃが,,,,,0.0,30.2,,,,,1.0,,,,,,,,,,
2015-08-06,57.0,Thu,1,メンチカツ,,,,,0.0,30.9,,,1.0,,,,,,,,,,,,
2015-08-07,85.0,Fri,0,ポークカレー,,お楽しみメニュー,,,0.0,31.5,,,1.0,,,,,,,,,,,,1.0
2015-08-10,45.0,Mon,1,和風ハンバーグ,423.0,コンビニ改装,,1.0,1.0,27.9,1.0,,,,,,,,,,1.0,,1.0,,
2015-08-11,56.0,Tue,1,親子煮,400.0,コンビニ改装,,,0.0,29.4,1.0,,,,,,,,,,,1.0,,,
2015-08-12,58.0,Wed,1,夏野菜カレー,405.0,コンビニ改装,,,0.0,28.9,1.0,,,,,,,,,,,1.0,,,
2015-08-17,63.0,Mon,0,マーボー焼きそば,403.0,コンビニ改装,,,33.5,25.7,,,,1.0,,,1.0,,,,,,,,
2015-08-18,62.0,Tue,0,スキヤキ煮込み,420.0,,,,0.0,28.2,1.0,,,,,,,,,,,,,,
2015-08-19,75.0,Wed,1,チキンステーキ,,お楽しみメニュー,,,0.0,27.8,1.0,,,,,,,,,,,,,,
2015-08-20,41.0,Thu,0,酢豚,418.0,,,,8.0,25.6,,,,1.0,,,1.0,,,,,,,,
2015-08-21,137.0,Fri,0,チキンカレー,,お楽しみメニュー,,,2.5,26.0,1.0,,,,,,,,,,,,1.0,,
2015-09-01,80.0,Tue,1,自家製手作りトンカツ,423.0,弁当種類増↓,,,12.0,23.7,,,,1.0,,,1.0,,,,1.0,,,,
2015-09-02,74.0,Wed,0,チーズメンチカツ,463.0,,,,5.5,26.9,1.0,,,,,,,,,,,1.0,1.0,,
2015-09-03,66.0,Thu,1,鶏肉黒胡椒焼きおろしソース,420.0,,,,1.5,25.7,1.0,,,,,,,,,,,,1.0,,
2015-09-04,60.0,Fri,1,汁なし担担麺,435.0,,,,14.0,24.7,1.0,,,,,,,,,,1.0,,1.0,,
